year,week,State,City,average_temperature,average_precipitation,last_day_of_the_week
2010,40,Georgia,Atlanta,64.07142857142857,0.0,2010-10-10
2010,41,Georgia,Atlanta,66.5,0.0014285714285714286,2010-10-17
2010,42,Georgia,Atlanta,65.21428571428571,0.01,2010-10-24
2010,43,Georgia,Atlanta,65.42857142857143,0.4714285714285714,2010-10-31
2010,44,Georgia,Atlanta,50.142857142857146,0.11714285714285715,2010-11-07
2010,45,Georgia,Atlanta,57.857142857142854,0.015714285714285715,2010-11-14
2010,46,Georgia,Atlanta,55.785714285714285,0.24285714285714288,2010-11-21
2010,47,Georgia,Atlanta,55.42857142857143,0.025714285714285714,2010-11-28
2010,48,Georgia,Atlanta,44.857142857142854,0.39285714285714285,2010-12-05
2010,49,Georgia,Atlanta,35.357142857142854,0.09142857142857143,2010-12-12
2010,50,Georgia,Atlanta,34.57142857142857,0.09142857142857143,2010-12-19
2010,51,Georgia,Atlanta,39.92857142857143,0.047142857142857146,2010-12-26
2010,52,Georgia,Atlanta,44.357142857142854,0.13142857142857142,2011-01-02
2011,1,Georgia,Atlanta,39.857142857142854,0.07714285714285715,2011-01-09
2011,2,Georgia,Atlanta,32.07142857142857,0.05142857142857143,2011-01-16
2011,3,Georgia,Atlanta,38.714285714285715,0.005714285714285714,2011-01-23
2011,4,Georgia,Atlanta,45.42857142857143,0.09999999999999999,2011-01-30
2011,5,Georgia,Atlanta,41.92857142857143,0.39428571428571424,2011-02-06
2011,6,Georgia,Atlanta,40.357142857142854,0.024285714285714282,2011-02-13
2011,7,Georgia,Atlanta,56.714285714285715,0.0,2011-02-20
2011,8,Georgia,Atlanta,58.92857142857143,0.06142857142857143,2011-02-27
2011,9,Georgia,Atlanta,55.07142857142857,0.2757142857142857,2011-03-06
2011,10,Georgia,Atlanta,51.642857142857146,0.23,2011-03-13
2011,11,Georgia,Atlanta,60.57142857142857,0.18857142857142858,2011-03-20
2011,12,Georgia,Atlanta,60.642857142857146,0.2928571428571428,2011-03-27
2011,13,Georgia,Atlanta,52.285714285714285,0.3228571428571429,2011-04-03
2011,14,Georgia,Atlanta,65.21428571428571,0.14857142857142858,2011-04-10
2011,15,Georgia,Atlanta,62.92857142857143,0.1742857142857143,2011-04-17
2011,16,Georgia,Atlanta,68.64285714285714,0.02,2011-04-24
2011,17,Georgia,Atlanta,69.07142857142857,0.09428571428571429,2011-05-01
2011,18,Georgia,Atlanta,63.5,0.1442857142857143,2011-05-08
2011,19,Georgia,Atlanta,73.64285714285714,0.0,2011-05-15
2011,20,Georgia,Atlanta,66.64285714285714,0.005714285714285714,2011-05-22
2011,21,Georgia,Atlanta,76.85714285714286,0.2671428571428572,2011-05-29
2011,22,Georgia,Atlanta,83.21428571428571,0.0,2011-06-05
2011,23,Georgia,Atlanta,81.92857142857143,0.0,2011-06-12
2011,24,Georgia,Atlanta,79.78571428571429,0.09714285714285716,2011-06-19
2011,25,Georgia,Atlanta,80.78571428571429,0.19428571428571426,2011-06-26
2011,26,Georgia,Atlanta,81.57142857142857,0.022857142857142857,2011-07-03
2011,27,Georgia,Atlanta,82.0,0.054285714285714284,2011-07-10
2011,28,Georgia,Atlanta,81.07142857142857,0.21714285714285714,2011-07-17
2011,29,Georgia,Atlanta,82.64285714285714,0.02,2011-07-24
2011,30,Georgia,Atlanta,83.64285714285714,0.09142857142857141,2011-07-31
2011,31,Georgia,Atlanta,83.71428571428571,0.14714285714285716,2011-08-07
